LOG VERSION：4.00
テストプログラム：Software Version 2.4.0.31
機種名：WXRJPAF1001S//
ロットＮｏ：R225L000000
ＯＰＩＤ：8094
ホストＩＤ：EK34
ハンドラ：EK34
開始時刻：2025年12月08日10時55分
日付,TEST_TIME,EQUIPMENT_ID,OPERATOR_ID,INNER_LOT,INNER_DEVICE,ASSEMBLY_LOT,ASSEMBLY_DEVICE,STATION_ID,DATE_CODE,VCM_ID,CHECK_RESULT,CATEGORY,INFD_PROGRAM1,INFD_DEVICE_NAME1,INFD_LOT_ID1,INFD_TESTER_ID1,INFD_OPERATOR1,INFD_RESULT1,INFD_CHIP_ID1,INFD_PROGRAM2,INFD_DEVICE_NAME2,INFD_LOT_ID2,INFD_TESTER_ID2,INFD_OPERATOR2,INFD_RESULT2,INFD_CHIP_ID2,CHECK_TIME,TEST_MODE,OPTION_FLAG(lot_dev_config_contami_week_infd_vcmid_serial),TRAY_NO,TRAY_X,TRAY_Y
2025/12/08,10:58:48,EK34,8094,R225L000000,WXRJPAF1001S//,M225L000030,WXRJPAF1001S//,Station01,DNL541602122FK30P,,1,1,RJ63AEPAFVER118PT_INL_BLM,WXRJPAF1001S//,M225L000030,TSBL01,71066,1,SONYID_L4B6D45W21ID0820,-1,-1,-1,-1,-1,-1,-1,189086.8012,Normal Mode,1_1_1_1_1_0_1,1,5,2
2025/12/08,10:58:48,EK34,8094,R225L000000,WXRJPAF1001S//,M225L000030,WXRJPAF1001S//,Station01,DNL541602012FK30T,,1,1,RJ63AEPAFVER118PT_INL_BLM,WXRJPAF1001S//,M225L000030,TSBL01,71066,1,SONYID_L4B6D45W21ID1781,-1,-1,-1,-1,-1,-1,-1,189086.8012,Normal Mode,1_1_1_1_1_0_1,1,6,2
2025/12/08,10:58:48,EK34,8094,R225L000000,WXRJPAF1001S//,M225L000030,WXRJPAF1001S//,Station01,DNL5416020Z2FK30V,,1,1,RJ63AEPAFVER118PT_INL_BLM,WXRJPAF1001S//,M225L000030,TSBL01,71066,1,SONYID_L4B6D45W21ID2387,-1,-1,-1,-1,-1,-1,-1,189086.8012,Normal Mode,1_1_1_1_1_0_1,1,1,3
2025/12/08,10:58:48,EK34,8094,R225L000000,WXRJPAF1001S//,M225L000030,WXRJPAF1001S//,Station01,DNL5416020L2FK308,,1,1,RJ63AEPAFVER118PT_INL_BLM,WXRJPAF1001S//,M225L000030,TSBL01,71066,1,SONYID_L4B6D45W20ID1212,-1,-1,-1,-1,-1,-1,-1,189086.8012,Normal Mode,1_1_1_1_1_0_1,1,2,3
2025/12/08,10:58:48,EK34,8094,R225L000000,WXRJPAF1001S//,M225L000030,WXRJPAF1001S//,Station01,DNL541602102FK30R,,1,1,RJ63AEPAFVER118PT_INL_BLM,WXRJPAF1001S//,M225L000030,TSBL01,71066,1,SONYID_L4B6D45W21ID1926,-1,-1,-1,-1,-1,-1,-1,189086.8012,Normal Mode,1_1_1_1_1_0_1,1,3,3
2025/12/08,10:58:48,EK34,8094,R225L000000,WXRJPAF1001S//,M225L000030,WXRJPAF1001S//,Station01,DNL541602042FK30Q,,1,1,RJ63AEPAFVER118PT_INL_BLM,WXRJPAF1001S//,M225L000030,TSBL01,71066,1,SONYID_L4B6D45W21ID2075,-1,-1,-1,-1,-1,-1,-1,189086.8012,Normal Mode,1_1_1_1_1_0_1,1,4,3
2025/12/08,10:58:48,EK34,8094,R225L000000,WXRJPAF1001S//,M225L000030,WXRJPAF1001S//,Station01,DNL5416021H2FK308,,1,1,RJ63AEPAFVER118PT_INL_BLM,WXRJPAF1001S//,M225L000030,TSBL01,71066,1,SONYID_L4B6D45W21ID1776,-1,-1,-1,-1,-1,-1,-1,189086.8012,Normal Mode,1_1_1_1_1_0_1,1,5,3
2025/12/08,10:58:48,EK34,8094,R225L000000,WXRJPAF1001S//,M225L000030,WXRJPAF1001S//,Station01,DNL5416021G2FK309,,1,1,RJ63AEPAFVER118PT_INL_BLM,WXRJPAF1001S//,M225L000030,TSBL01,71066,1,SONYID_L4B6D45W21ID0539,-1,-1,-1,-1,-1,-1,-1,189086.8012,Normal Mode,1_1_1_1_1_0_1,1,6,3
2025/12/08,10:58:48,EK34,8094,R225L000000,WXRJPAF1001S//,M225L000030,WXRJPAF1001S//,Station01,DNL5416020S2FK302,,1,1,RJ63AEPAFVER118PT_INL_BLM,WXRJPAF1001S//,M225L000030,TSBL01,71066,1,SONYID_L4B6D45W21ID0862,-1,-1,-1,-1,-1,-1,-1,189086.8012,Normal Mode,1_1_1_1_1_0_1,1,1,4
2025/12/08,10:58:48,EK34,8094,R225L000000,WXRJPAF1001S//,M225L000030,WXRJPAF1001S//,Station01,DNL5416021F2FK30A,,1,1,RJ63AEPAFVER118PT_INL_BLM,WXRJPAF1001S//,M225L000030,TSBL01,71066,1,SONYID_L4B6D45W21ID1625,-1,-1,-1,-1,-1,-1,-1,189086.8012,Normal Mode,1_1_1_1_1_0_1,1,2,4
2025/12/08,10:58:48,EK34,8094,R225L000000,WXRJPAF1001S//,M225L000030,WXRJPAF1001S//,Station01,DNL541602062FK30N,,1,1,RJ63AEPAFVER118PT_INL_BLM,WXRJPAF1001S//,M225L000030,TSBL01,71066,1,SONYID_L4B6D45W21ID1059,-1,-1,-1,-1,-1,-1,-1,189086.8012,Normal Mode,1_1_1_1_1_0_1,1,3,4
2025/12/08,10:58:48,EK34,8094,R225L000000,WXRJPAF1001S//,M225L000030,WXRJPAF1001S//,Station01,DNL5416020Y2FK30W,,1,1,RJ63AEPAFVER118PT_INL_BLM,WXRJPAF1001S//,M225L000030,TSBL01,71066,1,SONYID_L4B6D45W21ID1826,-1,-1,-1,-1,-1,-1,-1,189086.8012,Normal Mode,1_1_1_1_1_0_1,1,4,4
2025/12/08,10:58:48,EK34,8094,R225L000000,WXRJPAF1001S//,M225L000030,WXRJPAF1001S//,Station01,DNL5416020T2FK301,,1,1,RJ63AEPAFVER118PT_INL_BLM,WXRJPAF1001S//,M225L000030,TSBL01,71066,1,SONYID_L4B6D45W20ID1368,-1,-1,-1,-1,-1,-1,-1,189086.8012,Normal Mode,1_1_1_1_1_0_1,1,5,4
2025/12/08,10:58:48,EK34,8094,R225L000000,WXRJPAF1001S//,M225L000030,WXRJPAF1001S//,Station01,DNL5416020M2FK307,,1,1,RJ63AEPAFVER118PT_INL_BLM,WXRJPAF1001S//,M225L000030,TSBL01,71066,1,SONYID_L4B6D45W21ID0909,-1,-1,-1,-1,-1,-1,-1,189086.8012,Normal Mode,1_1_1_1_1_0_1,1,6,4
2025/12/08,10:58:48,EK34,8094,R225L000000,WXRJPAF1001S//,M225L000030,WXRJPAF1001S//,Station01,DNL5416020C2FK30G,,1,1,RJ63AEPAFVER118PT_INL_BLM,WXRJPAF1001S//,M225L000030,TSBL01,71066,1,SONYID_L4B6D45W21ID0959,-1,-1,-1,-1,-1,-1,-1,189086.8012,Normal Mode,1_1_1_1_1_0_1,1,1,5
2025/12/08,10:58:48,EK34,8094,R225L000000,WXRJPAF1001S//,M225L000030,WXRJPAF1001S//,Station01,DNL5416020W2FK30Y,,1,1,RJ63AEPAFVER118PT_INL_BLM,WXRJPAF1001S//,M225L000030,TSBL01,71066,1,SONYID_L4B6D45W21ID1622,-1,-1,-1,-1,-1,-1,-1,189086.8012,Normal Mode,1_1_1_1_1_0_1,1,2,5
2025/12/08,10:58:48,EK34,8094,R225L000000,WXRJPAF1001S//,M225L000030,WXRJPAF1001S//,Station01,DNL5416020D2FK30F,,1,1,RJ63AEPAFVER118PT_INL_BLM,WXRJPAF1001S//,M225L000030,TSBL01,71066,1,SONYID_L4B6D45W21ID2122,-1,-1,-1,-1,-1,-1,-1,189086.8012,Normal Mode,1_1_1_1_1_0_1,1,3,5
2025/12/08,10:58:48,EK34,8094,R225L000000,WXRJPAF1001S//,M225L000030,WXRJPAF1001S//,Station01,DNL541602032FK30R,,1,1,RJ63AEPAFVER118PT_INL_BLM,WXRJPAF1001S//,M225L000030,TSBL01,71066,1,SONYID_L4B6D45W21ID1375,-1,-1,-1,-1,-1,-1,-1,189086.8012,Normal Mode,1_1_1_1_1_0_1,1,4,5
2025/12/08,10:58:48,EK34,8094,R225L000000,WXRJPAF1001S//,M225L000030,WXRJPAF1001S//,Station01,DNL5416020E2FK30E,,1,1,RJ63AEPAFVER118PT_INL_BLM,WXRJPAF1001S//,M225L000030,TSBL01,71066,1,SONYID_L4B6D45W21ID1673,-1,-1,-1,-1,-1,-1,-1,189086.8012,Normal Mode,1_1_1_1_1_0_1,1,5,5
2025/12/08,10:58:48,EK34,8094,R225L000000,WXRJPAF1001S//,M225L000030,WXRJPAF1001S//,Station01,DNL5416020K2FK309,,1,1,RJ63AEPAFVER118PT_INL_BLM,WXRJPAF1001S//,M225L000030,TSBL01,71066,1,SONYID_L4B6D45W21ID2298,-1,-1,-1,-1,-1,-1,-1,189086.8012,Normal Mode,1_1_1_1_1_0_1,1,6,5
終了時刻：2025年12月08日10時59分
